name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kharkiv,2024-11-01,51.5,37.3,45.6,51.5,32.1,41.4,41,84.2,0.008,100,4.17,rain,0,0,33.6,20.1,252.5,1008.5,92.8,6,13.5,1.1,1,,2024-11-01T06:25:14,2024-11-01T16:11:24,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"UUOB,34300099999"
kharkiv,2024-11-02,51.8,35.5,45.2,51.8,26.6,38.8,33.9,66.4,0.055,100,8.33,rain,0,0,40.3,29.1,289.5,1005.2,57.1,6.2,35.5,3.1,2,,2024-11-02T06:26:54,2024-11-02T16:09:43,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"UUOB,34300099999"
kharkiv,2024-11-03,40.7,33.7,36.1,34.9,22.8,28.8,26.6,69.3,0.024,100,20.83,"rain,snow",0,0,32,17.9,295.2,1019.1,87.1,6.2,71.8,6.1,3,,2024-11-03T06:28:34,2024-11-03T16:08:03,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"UUOB,34300099999"
kharkiv,2024-11-04,38.5,31.9,33.7,29.4,19.2,23.2,29.4,84.8,0.079,100,4.17,"rain,snow",0.9,0,45.4,29.1,297.4,1005.3,97.1,5,48.2,4.1,2,,2024-11-04T06:30:13,2024-11-04T16:06:26,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"UUOB,34300099999"
kharkiv,2024-11-05,37.6,30.1,32.7,30.5,17.5,23.8,23.4,68.8,0,0,0,,0,0,31.5,20.1,306.4,1022,89.9,6.2,56.1,4.9,2,,2024-11-05T06:31:53,2024-11-05T16:04:50,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UUOB,34300099999"
kharkiv,2024-11-06,44.9,33.7,40.2,42.5,25.3,34.3,39.1,96.1,0.079,100,4.17,rain,0,0,23,11.2,277.8,1022.4,99.5,4.8,15.7,1.4,1,,2024-11-06T06:33:33,2024-11-06T16:03:16,0.17,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"UUOB,34300099999"
kharkiv,2024-11-07,44.9,40.9,42.9,43.1,35.8,38.9,41.6,95.2,0.008,100,8.33,rain,0,0,21,13.4,286.1,1027.6,97.5,5.2,25,2.2,1,,2024-11-07T06:35:13,2024-11-07T16:01:43,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"UUOB,34300099999"
kharkiv,2024-11-08,42.7,39.1,41.2,42,34.3,37,39.4,93.6,0.016,100,16.67,rain,0,0,18.8,11.2,329.4,1028.2,96.1,5.3,24.7,2,1,,2024-11-08T06:36:53,2024-11-08T16:00:13,0.24,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"UUOB,34300099999"
kharkiv,2024-11-09,42.1,35.5,38.7,42.1,27.5,35.3,36.2,91,0,0,0,,0,0,14.1,11.2,325.2,1033,97.8,5.9,39.6,3.5,2,,2024-11-09T06:38:32,2024-11-09T15:58:44,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-10,38.4,33.7,36.4,38.4,26.4,32.9,34.6,93,0,0,0,,0,0,14.3,11.2,335.9,1030.1,97.5,5.9,33.1,2.8,1,,2024-11-10T06:40:12,2024-11-10T15:57:17,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-11,41.6,37.3,38.5,39.8,33.8,36,31.8,77.7,0,0,0,,0,0,13.9,4.5,28.5,1030.8,91.4,6.2,26.7,2.3,1,,2024-11-11T06:41:51,2024-11-11T15:55:53,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-12,39.2,33.7,36,38.5,29.6,33.3,27,69.5,0,0,0,,0,0,14.1,6.7,93.7,1033.9,91.9,6.2,38.2,3.3,2,,2024-11-12T06:43:29,2024-11-12T15:54:30,0.38,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-13,38,33.7,35,38,29.6,34.6,26.9,72.2,0,0,0,,0,0,11.4,4.5,205.1,1030.4,91.9,6,29,2.4,2,,2024-11-13T06:45:08,2024-11-13T15:53:10,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-14,34.9,30.1,32,34.9,25.6,30.5,30.7,95,0.355,100,8.33,"rain,snow",2.3,2.5,11.6,6.7,223.2,1021.1,99.9,2.4,28.1,2.4,1,,2024-11-14T06:46:45,2024-11-14T15:51:51,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"UUOB,remote,34300099999"
kharkiv,2024-11-15,33,30.1,31.7,32.6,23.4,25.9,30.5,95.5,0.031,100,4.17,"rain,snow",0,1.3,16.6,8.9,248.2,1014.2,98.5,3.1,38.7,3.3,2,,2024-11-15T06:48:23,2024-11-15T15:50:35,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"UUOB,34300099999"
kharkiv,2024-11-16,37.6,28.3,33.2,33.9,22.1,27.2,31.5,93.5,0.028,100,4.17,"rain,snow",0,1.3,18.3,13.4,261.6,1016.7,92.3,4.4,33.3,3,2,,2024-11-16T06:49:59,2024-11-16T15:49:21,0.52,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"UUOB,34300099999"
kharkiv,2024-11-17,42.7,35.5,38.2,36.5,27.5,32.3,35.3,89.5,0.016,100,4.17,rain,0,0.7,17,11.2,229.3,1013.5,76.1,5.4,0,0,0,,2024-11-17T06:51:36,2024-11-17T15:48:10,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"UUOB,34300099999"
kharkiv,2024-11-18,44.5,33.7,39,39.7,25.3,32.9,35.3,86.8,0,0,0,,0,0.4,26.2,13.4,223.3,1008.5,75.1,6.2,29.7,2.5,2,,2024-11-18T06:53:11,2024-11-18T15:47:01,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUOB
kharkiv,2024-11-19,39.1,31.9,36,39.1,25.6,31,32.6,87.3,0,0,0,,0,0.2,27.3,15.7,244.6,1012.4,64.8,6.2,40.9,3.5,2,,2024-11-19T06:54:46,2024-11-19T15:45:54,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUOB
kharkiv,2024-11-20,44.5,28.3,38.2,39.7,21.3,32,32.9,82.4,0,0,0,,0,0,30.9,15.7,161.9,1010.3,87.6,5.7,46.4,4,2,,2024-11-20T06:56:20,2024-11-20T15:44:50,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,UUOB
kharkiv,2024-11-21,51.7,35.5,46.6,51.7,26.6,40.7,44.2,91.3,0.317,100,62.5,"rain,snow",0,0,43.8,22.4,174.6,995.3,98.5,5.7,19,1.7,1,,2024-11-21T06:57:53,2024-11-21T15:43:48,0.68,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,UUOB
kharkiv,2024-11-22,38.9,30.1,34.3,34,23,26.9,29.7,83.5,0,0,0,,0,0,26.8,15.7,193.3,1012.8,84.7,6.2,0,0,0,,2024-11-22T06:59:25,2024-11-22T15:42:49,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UUOB,34300099999"
kharkiv,2024-11-23,51.1,33.7,41.8,51.1,23.6,35.1,40.8,96.4,1.221,100,8.33,rain,0,0,43.2,17.9,196.1,1003.7,99.5,4.6,4.2,0.4,0,,2024-11-23T07:00:56,2024-11-23T15:41:52,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"UUOB,34300099999"
kharkiv,2024-11-24,33.7,26.5,30.8,25,15.2,21.1,25.8,82.2,0,0,0,,0,0,30.2,17.9,324.2,1023.3,79.6,6.2,34.6,3.1,2,,2024-11-24T07:02:26,2024-11-24T15:40:58,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UUOB,34300099999"
kharkiv,2024-11-25,31.1,22.9,26.3,26.5,13.1,18.1,21.8,82.8,0,0,0,,0,0,20.1,11.2,28.9,1031.5,87,6.2,53.3,4.5,3,,2024-11-25T07:03:55,2024-11-25T15:40:07,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UUOB,34300099999"
kharkiv,2024-11-26,30.1,21.1,25.9,25.4,10.9,18.4,24.2,93.4,0,0,0,,0,0,16.3,8.9,62.5,1026.9,98,5.5,27.5,2.3,1,,2024-11-26T07:05:22,2024-11-26T15:39:18,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-27,33.5,28.3,29.8,33.5,21.3,27.4,27.9,92.8,0,0,0,,0,0,10.3,6.7,50.8,1022.9,100,4.9,21.9,1.9,1,,2024-11-27T07:06:48,2024-11-27T15:38:33,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-28,32.2,28.3,30.2,32.2,19.8,26,27.8,91.2,0.008,100,8.33,"rain,snow",0,0,14.3,8.9,298.4,1024.2,99.6,5.1,40.6,3.4,2,,2024-11-28T07:08:13,2024-11-28T15:37:50,0.91,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"UUOB,34300099999"
kharkiv,2024-11-29,30.8,28.3,28.9,30.8,21.3,25.9,27.9,96.1,0,0,0,,0,0,13.6,6.7,145.6,1029.6,100,2.7,20.8,1.8,1,,2024-11-29T07:09:36,2024-11-29T15:37:10,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
kharkiv,2024-11-30,31.3,26.5,28.9,31.2,19.1,25.4,28.4,98,0,0,0,,0,0,11.9,6.7,302.9,1034,99.6,3.4,17.4,1.5,1,,2024-11-30T07:10:58,2024-11-30T15:36:33,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"UUOB,34300099999"
